Te, Xe+0, Xe+1, Xe+2, Xe+3, Xe+4, Xe+5, Xe+6, Xe+7, Xe+8, Xe+9, Xe+10, Xe+11, Xe+12, Xe+13, Xe+14, Xe+15, Xe+16, Xe+17, Xe+18, Xe+19, Xe+20, Xe+21, Xe+22, Xe+23, Xe+24, Xe+25, Xe+26, Xe+27, Xe+28, Xe+29, Xe+30, Xe+31, Xe+32, Xe+33, Xe+34, Xe+35, Xe+36, Xe+37, Xe+38, Xe+39, Xe+40, Xe+41, Xe+42, Xe+43, Xe+44, Xe+45, Xe+46, Xe+47, Xe+48, Xe+49, Xe+50, Xe+51, Xe+52, Xe+53, Xe+54
6.6667e+02, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 5.1413e-35, 1.6762e-29, 5.2777e-27, 1.9886e-24, 5.3734e-22, 1.0400e-19, 1.4611e-17, 1.5743e-15, 1.4393e-13, 1.0742e-11, 7.5081e-10, 1.5941e-08, 8.7583e-08, 1.0818e-06, 1.4995e-05, 2.0516e-04, 3.1409e-03, 1.8990e-02, 8.7604e-02, 4.4092e-02, 1.1348e-02, 4.0294e-02, 2.8324e-01, 5.3984e-02, 1.2902e-01, 2.7939e-01, 2.5346e-02, 2.1718e-02, 1.5668e-03, 4.3665e-05, 4.9602e-07, 1.0237e-08, 7.0006e-11, 9.3613e-13, 1.0590e-14, 2.2773e-16, 1.0047e-18, 3.5806e-21, 4.1945e-24, 3.0337e-29, 8.4442e-35, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36
7.3681e+02, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 8.4067e-32, 3.0892e-29, 1.3665e-26, 4.3618e-24, 1.0044e-21, 1.6895e-19, 2.1924e-17, 2.4290e-15, 2.2089e-13, 1.8920e-11, 4.9619e-10, 3.4109e-09, 5.3040e-08, 9.3029e-07, 1.6187e-05, 3.1624e-04, 2.4682e-03, 1.4791e-02, 9.5110e-03, 3.1958e-03, 1.5799e-02, 1.5668e-01, 4.1183e-02, 1.4464e-01, 4.6315e-01, 6.0412e-02, 7.9000e-02, 8.4782e-03, 3.5370e-04, 6.0971e-06, 1.9461e-07, 2.0665e-09, 4.3997e-11, 8.0684e-13, 3.0163e-14, 2.2369e-16, 1.4000e-18, 2.5449e-21, 5.4165e-26, 4.3169e-31, 2.6305e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36
8.1433e+02, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 3.4353e-34, 1.4704e-31, 7.6171e-29, 2.8637e-26, 7.8189e-24, 1.5684e-21, 2.4403e-19, 3.2603e-17, 3.5934e-15, 3.7498e-13, 1.2069e-11, 1.0306e-10, 2.0011e-09, 4.4028e-08, 9.6534e-07, 2.3833e-05, 2.3758e-04, 1.8286e-03, 1.4924e-03, 6.4913e-04, 4.3933e-03, 6.0242e-02, 2.1523e-02, 1.0844e-01, 5.0058e-01, 9.2159e-02, 1.7877e-01, 2.7915e-02, 1.7046e-03, 4.3548e-05, 2.0948e-06, 3.3658e-08, 1.1082e-09, 3.1928e-11, 1.9909e-12, 2.3952e-14, 2.5275e-16, 6.7867e-19, 3.8173e-23, 7.7869e-28, 1.4086e-32, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36
9.0000e+02, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.3436e-36, 6.6860e-34, 4.0467e-31, 1.7870e-28, 5.7660e-26, 1.3742e-23, 2.5532e-21, 4.0947e-19, 5.4427e-17, 6.8828e-15, 2.7021e-13, 2.8476e-12, 6.8518e-11, 1.8761e-09, 5.1395e-08, 1.5892e-06, 2.0037e-05, 1.9604e-04, 2.0180e-04, 1.1269e-04, 1.0282e-03, 1.9143e-02, 9.1734e-03, 6.4861e-02, 4.2183e-01, 1.0778e-01, 3.0222e-01, 6.7302e-02, 5.8940e-03, 2.1843e-04, 1.5468e-05, 3.6737e-07, 1.8221e-08, 8.0191e-10, 8.0337e-11, 1.5188e-12, 2.6064e-14, 9.9531e-17, 1.3453e-20, 6.3845e-25, 3.0985e-29, 7.8712e-34, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36
9.9469e+02, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 3.0683e-36, 2.1651e-33, 1.1200e-30, 4.2580e-28, 1.2016e-25, 2.6556e-23, 5.0907e-21, 8.1233e-19, 1.2387e-16, 5.8985e-15, 7.6246e-14, 2.2579e-12, 7.6373e-11, 2.5938e-09, 9.9619e-08, 1.5746e-06, 1.9396e-05, 2.5029e-05, 1.7809e-05, 2.1600e-04, 5.3698e-03, 3.4092e-03, 3.3161e-02, 2.9755e-01, 1.0389e-01, 4.1133e-01, 1.2827e-01, 1.5813e-02, 8.3369e-04, 8.5082e-05, 2.9238e-06, 2.1332e-07, 1.3981e-08, 2.1751e-09, 6.2794e-11, 1.6967e-12, 8.9484e-15, 2.6744e-18, 2.7224e-22, 3.2371e-26, 2.0986e-30, 5.6631e-35, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36
1.0993e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.1994e-35, 7.2511e-33, 3.2388e-30, 1.0787e-27, 2.8259e-25, 6.4497e-23, 1.2303e-20, 2.2518e-18, 1.2939e-16, 2.0401e-15, 7.3880e-14, 3.0663e-12, 1.2818e-10, 6.0687e-09, 1.1927e-07, 1.8336e-06, 2.9490e-06, 2.6542e-06, 4.2248e-05, 1.3814e-03, 1.1490e-03, 1.5100e-02, 1.8342e-01, 8.6293e-02, 4.7225e-01, 2.0281e-01, 3.4608e-02, 2.5500e-03, 3.6789e-04, 1.7943e-05, 1.8848e-06, 1.7979e-07, 4.2123e-08, 1.8098e-09, 7.4823e-11, 5.3339e-13, 3.2803e-16, 6.6908e-20, 1.7983e-23, 2.7364e-27, 1.8923e-31, 5.8533e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36
1.2150e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 4.9698e-35, 2.6011e-32, 1.0194e-29, 3.1549e-27, 8.5417e-25, 1.9401e-22, 4.2438e-20, 2.9287e-18, 5.6029e-17, 2.4667e-15, 1.2484e-13, 6.3809e-12, 3.6983e-10, 8.9688e-09, 1.7072e-07, 3.4031e-07, 3.8478e-07, 7.9441e-06, 3.3695e-04, 3.6341e-04, 6.3472e-03, 1.0258e-01, 6.4191e-02, 4.7626e-01, 2.7744e-01, 6.4525e-02, 6.5375e-03, 1.3101e-03, 8.9099e-05, 1.3216e-05, 1.7968e-06, 6.1655e-07, 3.8511e-08, 2.3749e-09, 2.2511e-11, 2.6757e-14, 1.0314e-17, 5.8328e-21, 1.9332e-24, 3.1599e-28, 2.3605e-32, 1.0797e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36
1.3428e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 2.2424e-34, 1.0311e-31, 3.7585e-29, 1.2030e-26, 3.2415e-24, 8.4406e-22, 6.9645e-20, 1.6089e-18, 8.5647e-17, 5.2549e-15, 3.2643e-13, 2.3011e-11, 6.8386e-10, 1.5997e-08, 3.9320e-08, 5.5491e-08, 1.4700e-06, 7.9869e-05, 1.1064e-04, 2.5300e-03, 5.3550e-02, 4.4049e-02, 4.3535e-01, 3.3927e-01, 1.0604e-01, 1.4556e-02, 3.9875e-03, 3.7214e-04, 7.6566e-05, 1.4560e-05, 7.1345e-06, 6.3436e-07, 5.7043e-08, 7.1035e-10, 1.5458e-12, 1.0709e-15, 1.1964e-18, 8.0832e-22, 2.9047e-25, 4.8569e-29, 5.1336e-33, 1.0000e-36, 1.0000e-36, 1.0000e-36
1.4841e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 2.0867e-36, 1.1229e-33, 4.8065e-31, 1.8127e-28, 5.7750e-26, 1.7834e-23, 1.7522e-21, 4.8663e-20, 3.1164e-18, 2.3057e-16, 1.7309e-14, 1.4752e-12, 5.3382e-11, 1.5242e-09, 4.5965e-09, 8.0477e-09, 2.7084e-07, 1.8635e-05, 3.2865e-05, 9.7058e-04, 2.6524e-02, 2.8367e-02, 3.6756e-01, 3.7835e-01, 1.5687e-01, 2.8785e-02, 1.0623e-02, 1.3406e-03, 3.7646e-04, 9.8421e-05, 6.7308e-05, 8.3570e-06, 1.0739e-06, 1.7411e-08, 6.6156e-11, 7.8864e-14, 1.6459e-16, 2.1375e-19, 1.5820e-22, 5.5314e-26, 1.2600e-29, 1.1541e-33, 1.0000e-36, 1.0000e-36
1.6403e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.3090e-35, 6.5616e-33, 2.9073e-30, 1.0915e-27, 3.9840e-25, 4.6430e-23, 1.5437e-21, 1.1837e-19, 1.0509e-17, 9.4844e-16, 9.7195e-14, 4.2570e-12, 1.4744e-10, 5.4292e-10, 1.1726e-09, 4.9680e-08, 4.2832e-06, 9.5393e-06, 3.5935e-04, 1.2515e-02, 1.7229e-02, 2.8844e-01, 3.8764e-01, 2.1071e-01, 5.1045e-02, 2.5041e-02, 4.2161e-03, 1.5923e-03, 5.6339e-04, 5.2667e-04, 8.9734e-05, 1.6182e-05, 3.3928e-07, 2.1597e-09, 4.2637e-12, 1.5825e-14, 3.7494e-17, 5.3906e-20, 3.7084e-23, 1.7095e-26, 3.2514e-30, 1.0000e-36, 1.0000e-36
1.8128e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 9.3898e-35, 4.8741e-32, 2.1502e-29, 9.2456e-27, 1.2735e-24, 5.0495e-23, 4.6163e-21, 4.8955e-19, 5.2856e-17, 6.4799e-15, 3.4165e-13, 1.4269e-11, 6.3878e-11, 1.6928e-10, 8.9533e-09, 9.5801e-07, 2.6744e-06, 1.2706e-04, 5.5727e-03, 9.7853e-03, 2.0888e-01, 3.6260e-01, 2.5563e-01, 8.0833e-02, 5.2072e-02, 1.1554e-02, 5.7901e-03, 2.7332e-03, 3.4276e-03, 7.8877e-04, 1.9642e-04, 5.2978e-06, 5.4480e-08, 1.7224e-10, 1.0884e-12, 4.4927e-15, 1.1907e-17, 1.5266e-20, 1.3457e-23, 5.0133e-27, 1.0000e-36, 1.0000e-36
2.0036e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.3515e-36, 8.1975e-34, 4.2371e-31, 2.1399e-28, 3.4722e-26, 1.6360e-24, 1.7760e-22, 2.2402e-20, 2.8808e-18, 4.2050e-16, 2.6554e-14, 1.3302e-12, 7.2093e-12, 2.3324e-11, 1.5282e-09, 2.0117e-07, 6.9905e-07, 4.1453e-05, 2.2651e-03, 5.0302e-03, 1.3528e-01, 3.0037e-01, 2.7191e-01, 1.1107e-01, 9.2912e-02, 2.6867e-02, 1.7645e-02, 1.0968e-02, 1.8139e-02, 5.5565e-03, 1.8830e-03, 6.5058e-05, 1.0465e-06, 5.1414e-09, 5.3223e-11, 3.6730e-13, 1.7119e-15, 3.8964e-18, 6.2420e-21, 4.3194e-24, 1.0358e-34, 1.0000e-36
2.2143e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.2546e-35, 7.5783e-33, 4.4829e-30, 8.5420e-28, 4.7668e-26, 6.1219e-24, 9.1488e-22, 1.3955e-19, 2.4148e-17, 1.8179e-15, 1.0869e-13, 7.1032e-13, 2.7926e-12, 2.2506e-10, 3.6155e-08, 1.5539e-07, 1.1394e-05, 7.6811e-04, 2.1405e-03, 7.1737e-02, 2.0191e-01, 2.3256e-01, 1.2155e-01, 1.3069e-01, 4.8745e-02, 4.1488e-02, 3.3554e-02, 7.2054e-02, 2.8998e-02, 1.3197e-02, 5.8202e-04, 1.4233e-05, 1.0581e-07, 1.7339e-09, 1.9290e-11, 1.5159e-13, 5.8662e-16, 1.6313e-18, 1.9987e-21, 3.4850e-31, 1.0000e-36
2.4473e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0355e-34, 7.1556e-32, 1.5966e-29, 1.0519e-27, 1.5927e-25, 2.8097e-23, 5.0638e-21, 1.0346e-18, 9.2453e-17, 6.5675e-15, 5.1559e-14, 2.4524e-13, 2.4150e-11, 4.6998e-09, 2.4836e-08, 2.2323e-06, 1.8400e-04, 6.3881e-04, 2.6416e-02, 9.3467e-02, 1.3583e-01, 9.0040e-02, 1.2327e-01, 5.8740e-02, 6.4121e-02, 6.6736e-02, 1.8348e-01, 9.5838e-02, 5.7871e-02, 3.2469e-03, 1.1767e-04, 1.2921e-06, 3.2506e-08, 5.6423e-10, 7.1978e-12, 4.5554e-14, 2.1098e-16, 4.3815e-19, 4.6530e-28, 1.0000e-36
2.7048e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 7.9327e-34, 2.0669e-31, 1.6032e-29, 2.8525e-27, 5.9196e-25, 1.2560e-22, 3.0187e-20, 3.1890e-18, 2.6799e-16, 2.5185e-15, 1.4433e-14, 1.7261e-12, 4.0420e-10, 2.6118e-09, 2.8549e-07, 2.8540e-05, 1.2262e-04, 6.1997e-03, 2.7367e-02, 4.9790e-02, 4.1523e-02, 7.1755e-02, 4.3306e-02, 6.0053e-02, 7.9624e-02, 2.7672e-01, 1.8552e-01, 1.4698e-01, 1.0457e-02, 5.4888e-04, 8.7125e-06, 3.2742e-07, 8.6120e-09, 1.7237e-10, 1.7232e-12, 1.2805e-14, 4.3325e-17, 2.3866e-25, 3.2008e-34
2.9894e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 7.0097e-36, 2.1275e-33, 1.9373e-31, 4.0383e-29, 9.8275e-27, 2.4467e-24, 6.8929e-22, 8.5763e-20, 8.4929e-18, 9.5222e-17, 6.5495e-16, 9.4592e-14, 2.6487e-11, 2.0821e-10, 2.7477e-08, 3.3066e-06, 1.7473e-05, 1.0713e-03, 5.8578e-03, 1.3248e-02, 1.3795e-02, 2.9851e-02, 2.2635e-02, 3.9524e-02, 6.6143e-02, 2.8721e-01, 2.4463e-01, 2.5166e-01, 2.2628e-02, 1.6853e-03, 3.7920e-05, 2.0771e-06, 8.0641e-08, 2.4557e-09, 3.7588e-11, 4.3334e-13, 2.3040e-15, 5.6914e-23, 3.5345e-31
3.3039e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 2.0662e-35, 2.2032e-33, 5.3653e-31, 1.5266e-28, 4.4459e-26, 1.4634e-23, 2.1370e-21, 2.4846e-19, 3.3131e-18, 2.7250e-17, 4.7281e-15, 1.5741e-12, 1.4981e-11, 2.3713e-09, 3.4120e-07, 2.2048e-06, 1.6270e-04, 1.0948e-03, 3.0575e-03, 3.9483e-03, 1.0620e-02, 1.0042e-02, 2.1904e-02, 4.5871e-02, 2.4626e-01, 2.6400e-01, 3.4925e-01, 3.9552e-02, 4.1027e-03, 1.2855e-04, 1.0039e-05, 5.6191e-07, 2.5325e-08, 5.7707e-10, 1.0013e-11, 8.0956e-14, 7.8628e-21, 1.9759e-28
3.6515e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 2.5624e-35, 7.2709e-33, 2.4122e-30, 8.1939e-28, 3.1417e-25, 5.3675e-23, 7.3021e-21, 1.1545e-19, 1.1317e-18, 2.3476e-16, 9.2445e-14, 1.0605e-12, 2.0012e-10, 3.4215e-08, 2.6895e-07, 2.3723e-05, 1.9527e-04, 6.6929e-04, 1.0650e-03, 3.5366e-03, 4.1423e-03, 1.1202e-02, 2.9128e-02, 1.9149e-01, 2.5617e-01, 4.3186e-01, 6.1379e-02, 8.7197e-03, 3.7438e-04, 4.0863e-05, 3.2281e-06, 2.1003e-07, 6.9474e-09, 1.7654e-10, 2.1064e-12, 7.1419e-19, 6.4266e-26
4.0357e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0352e-34, 3.9943e-32, 1.5783e-29, 7.0291e-27, 1.4008e-24, 2.2228e-22, 4.1556e-21, 4.8392e-20, 1.1947e-17, 5.5379e-15, 7.6261e-14, 1.7060e-11, 3.4464e-09, 3.2792e-08, 3.4359e-06, 3.4403e-05, 1.4390e-04, 2.8050e-04, 1.1427e-03, 1.6474e-03, 5.4859e-03, 1.7583e-02, 1.4032e-01, 2.3239e-01, 4.9501e-01, 8.7960e-02, 1.6855e-02, 9.7719e-04, 1.4641e-04, 1.6012e-05, 1.4704e-06, 6.9010e-08, 2.5053e-09, 4.2920e-11, 4.5609e-17, 1.3157e-23
4.4602e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.5616e-36, 6.9903e-34, 3.2048e-31, 1.6537e-28, 3.8331e-26, 7.0739e-24, 1.5597e-22, 2.1511e-21, 6.2943e-19, 3.4193e-16, 5.6306e-15, 1.4857e-12, 3.5280e-10, 4.0446e-09, 5.0057e-07, 6.0650e-06, 3.0797e-05, 7.3141e-05, 3.6343e-04, 6.4111e-04, 2.6122e-03, 1.0251e-02, 9.8527e-02, 2.0053e-01, 5.3540e-01, 1.1848e-01, 3.0203e-02, 2.3330e-03, 4.7202e-04, 7.0241e-05, 8.9194e-06, 5.8187e-07, 2.9511e-08, 7.0802e-10, 2.1391e-15, 1.7904e-21
4.9295e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.2934e-35, 6.8641e-33, 4.0934e-30, 1.1007e-27, 2.3561e-25, 6.1109e-24, 9.9536e-23, 3.4387e-20, 2.1804e-17, 4.2781e-16, 1.3252e-13, 3.6817e-11, 5.0639e-10, 7.3641e-08, 1.0745e-06, 6.5915e-06, 1.8976e-05, 1.1439e-04, 2.4558e-04, 1.2171e-03, 5.8119e-03, 6.6790e-02, 1.6593e-01, 5.5108e-01, 1.5127e-01, 5.0653e-02, 5.1496e-03, 1.3862e-03, 2.7625e-04, 4.7617e-05, 4.2378e-06, 2.9423e-07, 9.6628e-09, 7.5972e-14, 1.6852e-19
5.4481e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.5432e-34, 1.0612e-31, 3.3025e-29, 8.1779e-27, 2.4892e-25, 4.7757e-24, 1.9409e-21, 1.4311e-18, 3.3344e-17, 1.2073e-14, 3.9076e-12, 6.4229e-11, 1.0923e-08, 1.9108e-07, 1.4097e-06, 4.8963e-06, 3.5627e-05, 9.2624e-05, 5.5534e-04, 3.2083e-03, 4.3797e-02, 1.3199e-01, 5.4137e-01, 1.8359e-01, 7.9823e-02, 1.0562e-02, 3.7321e-03, 9.8178e-04, 2.2589e-04, 2.6966e-05, 2.5165e-06, 1.1081e-07, 2.0931e-12, 1.1338e-17
6.0213e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 3.6101e-36, 2.8565e-33, 1.0264e-30, 2.9336e-28, 1.0456e-26, 2.3569e-25, 1.1231e-22, 9.5963e-20, 2.6468e-18, 1.1159e-15, 4.1906e-13, 8.2011e-12, 1.6240e-09, 3.3917e-08, 2.9965e-07, 1.2503e-06, 1.0930e-05, 3.4251e-05, 2.4718e-04, 1.7185e-03, 2.7701e-02, 1.0068e-01, 5.0656e-01, 2.1135e-01, 1.1807e-01, 2.0124e-02, 9.2199e-03, 3.1599e-03, 9.5572e-04, 1.5069e-04, 1.8589e-05, 1.0771e-06, 4.5467e-11, 5.5845e-16
6.6548e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 7.8702e-35, 3.2586e-32, 1.0725e-29, 4.4663e-28, 1.1801e-26, 6.5723e-24, 6.4876e-21, 2.1120e-19, 1.0329e-16, 4.4850e-14, 1.0414e-12, 2.3917e-10, 5.9404e-09, 6.2605e-08, 3.1251e-07, 3.2684e-06, 1.2291e-05, 1.0626e-04, 8.8467e-04, 1.6747e-02, 7.3022e-02, 4.4777e-01, 2.2892e-01, 1.6272e-01, 3.5393e-02, 2.0788e-02, 9.1715e-03, 3.5961e-03, 7.3850e-04, 1.1862e-04, 8.8923e-06, 7.8566e-10, 2.0461e-14
7.3550e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 2.1692e-36, 1.0328e-33, 3.9066e-31, 1.8970e-29, 5.8624e-28, 3.8047e-25, 4.3260e-22, 1.6575e-20, 9.3735e-18, 4.6902e-15, 1.2880e-13, 3.4182e-11, 1.0060e-09, 1.2601e-08, 7.4968e-08, 9.3418e-07, 4.1989e-06, 4.3300e-05, 4.2971e-04, 9.5059e-03, 4.9475e-02, 3.6753e-01, 2.2931e-01, 2.0557e-01, 5.6566e-02, 4.2156e-02, 2.3681e-02, 1.1885e-02, 3.1386e-03, 6.4750e-04, 6.1858e-05, 1.0781e-08, 5.6024e-13
8.1288e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 3.1535e-35, 1.3682e-32, 7.7328e-31, 2.7889e-29, 2.1036e-26, 2.7476e-23, 1.2359e-21, 8.0564e-19, 4.6313e-16, 1.4997e-14, 4.5838e-12, 1.5931e-10, 2.3636e-09, 1.6701e-08, 2.4703e-07, 1.3222e-06, 1.6197e-05, 1.9079e-04, 4.9098e-03, 3.0363e-02, 2.7169e-01, 2.0606e-01, 2.3108e-01, 7.9802e-02, 7.4750e-02, 5.2929e-02, 3.3612e-02, 1.1281e-02, 2.9525e-03, 3.5464e-04, 1.1555e-07, 1.1341e-11
8.9840e+03, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 1.0000e-36, 4.3881e-34, 2.8813e-32, 1.2104e-30, 1.0583e-27, 1.5840e-24, 8.3443e-23, 6.2522e-20, 4.1179e-17, 1.5678e-15, 5.5026e-13, 2.2514e-11, 3.9438e-10, 3.2987e-09, 5.7715e-08, 3.6655e-07, 5.3141e-06, 7.4004e-05, 2.2064e-03, 1.6144e-02, 1.7308e-01, 1.5896e-01, 2.2132e-01, 9.5221e-02, 1.1114e-01, 9.8285e-02, 7.8143e-02, 3.2980e-02, 1.0828e-02, 1.6159e-03, 9.3769e-07, 1.6538e-10
