  200    /Ne: 6 photon emissivity coefficients/
--------------------------------------------------------------------------------
    1    1    1    1    1    1    1    1    1    1    1
--------------------------------------------------------------------------------
//#01/p00/ 00/p01/ 01/p02/ 02/p03/ 03/p04/ 04/p05/ 05/p06/ 06/p07/ 07/p08/ 08/  
      p09/ 09/p10/ 10/                                                          
--------------------------------------------------------------------------------
  95.1548    6  20 /pl=01:ss= 6:pb= 1:sz= 6/type=EXCIT/ispb = t/isel =    1
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 5.01E-27 2.07E-21 6.88E-18 1.08E-15 2.46E-14 1.66E-13 5.26E-13 1.04E-12
 1.55E-12 1.98E-12 2.28E-12 2.47E-12 2.55E-12 2.56E-12 2.49E-12 2.37E-12
 2.21E-12 2.04E-12 1.88E-12 1.73E-12
 4.97E-27 2.04E-21 6.74E-18 1.06E-15 2.40E-14 1.62E-13 5.16E-13 1.03E-12
 1.54E-12 1.96E-12 2.27E-12 2.46E-12 2.55E-12 2.55E-12 2.49E-12 2.37E-12
 2.21E-12 2.04E-12 1.88E-12 1.73E-12
 4.71E-27 1.83E-21 5.78E-18 8.85E-16 2.00E-14 1.37E-13 4.45E-13 9.12E-13
 1.41E-12 1.86E-12 2.20E-12 2.41E-12 2.52E-12 2.54E-12 2.48E-12 2.37E-12
 2.21E-12 2.04E-12 1.88E-12 1.73E-12
 3.93E-27 1.31E-21 3.80E-18 5.59E-16 1.25E-14 8.61E-14 2.92E-13 6.43E-13
 1.09E-12 1.57E-12 1.99E-12 2.28E-12 2.44E-12 2.49E-12 2.46E-12 2.35E-12
 2.20E-12 2.04E-12 1.88E-12 1.73E-12
 3.61E-27 1.13E-21 3.16E-18 4.60E-16 1.02E-14 6.99E-14 2.39E-13 5.41E-13
 9.61E-13 1.45E-12 1.90E-12 2.22E-12 2.40E-12 2.47E-12 2.44E-12 2.34E-12
 2.19E-12 2.03E-12 1.87E-12 1.72E-12
 4.08E-27 1.24E-21 3.40E-18 4.86E-16 1.06E-14 7.17E-14 2.42E-13 5.45E-13
 9.66E-13 1.45E-12 1.90E-12 2.22E-12 2.39E-12 2.46E-12 2.43E-12 2.33E-12
 2.18E-12 2.02E-12 1.86E-12 1.72E-12
  95.8070    6  20 /pl=01:ss= 6:pb= 1:sz= 6/type=EXCIT/ispb = t/isel =    2
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 5.51E-23 1.44E-18 7.66E-16 3.49E-14 3.43E-13 1.30E-12 2.66E-12 3.65E-12
 3.79E-12 3.20E-12 2.32E-12 1.49E-12 8.89E-13 5.01E-13 2.72E-13 1.44E-13
 7.53E-14 3.94E-14 2.08E-14 1.12E-14
 8.08E-23 1.92E-18 9.60E-16 4.21E-14 4.06E-13 1.51E-12 3.06E-12 4.15E-12
 4.26E-12 3.56E-12 2.55E-12 1.63E-12 9.60E-13 5.37E-13 2.90E-13 1.53E-13
 7.94E-14 4.14E-14 2.18E-14 1.17E-14
