  200    /Ne: 3 photon emissivity coefficients/
--------------------------------------------------------------------------------
    1    1    1    1    1    1    1    1    1    1    1
--------------------------------------------------------------------------------
//#01/p00/ 00/p01/ 01/p02/ 02/p03/ 03/p04/ 04/p05/ 05/p06/ 06/p07/ 07/p08/ 08/  
      p09/ 09/p10/ 10/                                                          
--------------------------------------------------------------------------------
  163.902    6  20 /pl=01:ss= 3:pb= 1:sz= 3/type=EXCIT/ispb = t/isel =    1
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 6.08E-19 1.37E-16 3.70E-15 2.68E-14 8.29E-14 1.42E-13 1.53E-13 1.17E-13
 7.51E-14 4.61E-14 2.97E-14 2.07E-14 1.58E-14 1.30E-14 1.13E-14 1.01E-14
 9.33E-15 8.71E-15 8.19E-15 7.73E-15
 6.13E-19 1.38E-16 3.74E-15 2.71E-14 8.40E-14 1.44E-13 1.55E-13 1.19E-13
 7.60E-14 4.66E-14 3.00E-14 2.10E-14 1.60E-14 1.32E-14 1.15E-14 1.03E-14
 9.51E-15 8.89E-15 8.38E-15 7.93E-15
 6.14E-19 1.38E-16 3.75E-15 2.71E-14 8.41E-14 1.44E-13 1.55E-13 1.19E-13
 7.59E-14 4.66E-14 3.00E-14 2.10E-14 1.60E-14 1.32E-14 1.14E-14 1.03E-14
 9.51E-15 8.90E-15 8.40E-15 7.95E-15
 6.16E-19 1.39E-16 3.76E-15 2.72E-14 8.42E-14 1.44E-13 1.55E-13 1.19E-13
 7.57E-14 4.65E-14 2.99E-14 2.09E-14 1.60E-14 1.31E-14 1.14E-14 1.03E-14
 9.48E-15 8.88E-15 8.38E-15 7.93E-15
 6.32E-19 1.42E-16 3.83E-15 2.77E-14 8.53E-14 1.45E-13 1.56E-13 1.19E-13
 7.57E-14 4.64E-14 2.98E-14 2.08E-14 1.59E-14 1.31E-14 1.14E-14 1.02E-14
 9.45E-15 8.84E-15 8.35E-15 7.91E-15
 7.48E-19 1.64E-16 4.34E-15 3.09E-14 9.39E-14 1.57E-13 1.65E-13 1.25E-13
 7.91E-14 4.84E-14 3.11E-14 2.17E-14 1.65E-14 1.35E-14 1.16E-14 1.04E-14
 9.57E-15 8.93E-15 8.40E-15 7.94E-15
  169.798    6  20 /pl=01:ss= 3:pb= 1:sz= 3/type=EXCIT/ispb = t/isel =    2
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 2.77E-16 6.22E-14 1.68E-12 1.22E-11 3.77E-11 6.44E-11 6.96E-11 5.34E-11
 3.42E-11 2.10E-11 1.35E-11 9.44E-12 7.20E-12 5.92E-12 5.13E-12 4.62E-12
 4.25E-12 3.96E-12 3.73E-12 3.52E-12
 2.79E-16 6.28E-14 1.70E-12 1.23E-11 3.82E-11 6.53E-11 7.06E-11 5.41E-11
 3.46E-11 2.12E-11 1.36E-11 9.55E-12 7.29E-12 6.00E-12 5.21E-12 4.69E-12
 4.33E-12 4.05E-12 3.81E-12 3.61E-12
