 1.02E-12 2.05E-12 3.08E-12 3.83E-12 4.27E-12 4.43E-12 4.37E-12 4.17E-12
 3.90E-12 3.60E-12 3.30E-12 3.01E-12
 1.00E-74 2.36E-36 3.62E-27 2.22E-21 9.47E-18 1.74E-15 4.36E-14 3.12E-13
 1.01E-12 2.04E-12 3.05E-12 3.80E-12 4.24E-12 4.40E-12 4.34E-12 4.15E-12
 3.88E-12 3.58E-12 3.29E-12 3.00E-12
 1.00E-74 2.35E-36 3.62E-27 2.21E-21 9.40E-18 1.72E-15 4.30E-14 3.07E-13
 9.98E-13 2.01E-12 3.00E-12 3.74E-12 4.18E-12 4.35E-12 4.29E-12 4.11E-12
 3.84E-12 3.55E-12 3.26E-12 2.98E-12
 1.00E-74 2.34E-36 3.62E-27 2.19E-21 9.25E-18 1.68E-15 4.19E-14 2.98E-13
 9.68E-13 1.95E-12 2.92E-12 3.64E-12 4.08E-12 4.25E-12 4.20E-12 4.03E-12
 3.78E-12 3.50E-12 3.22E-12 2.94E-12
  182.174    6  20 /pl=01:ss= 5:pb= 1:sz= 5/type=EXCIT/ispb = t/isel =    3
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 1.00E-74 2.39E-34 1.20E-25 3.53E-20 9.70E-17 1.31E-14 2.33E-13 1.54E-12
 4.68E-12 9.08E-12 1.31E-11 1.62E-11 1.79E-11 1.83E-11 1.79E-11 1.69E-11
 1.56E-11 1.43E-11 1.30E-11 1.18E-11
 1.00E-74 2.39E-34 1.20E-25 3.53E-20 9.70E-17 1.31E-14 2.33E-13 1.53E-12
 4.67E-12 9.06E-12 1.31E-11 1.62E-11 1.78E-11 1.83E-11 1.78E-11 1.68E-11
 1.56E-11 1.43E-11 1.30E-11 1.18E-11
 1.00E-74 2.39E-34 1.20E-25 3.53E-20 9.69E-17 1.31E-14 2.33E-13 1.53E-12
 4.66E-12 9.04E-12 1.31E-11 1.61E-11 1.78E-11 1.82E-11 1.78E-11 1.68E-11
 1.56E-11 1.43E-11 1.30E-11 1.17E-11
 1.00E-74 2.39E-34 1.20E-25 3.53E-20 9.68E-17 1.30E-14 2.32E-13 1.52E-12
 4.64E-12 9.00E-12 1.30E-11 1.61E-11 1.77E-11 1.82E-11 1.77E-11 1.68E-11
 1.56E-11 1.42E-11 1.30E-11 1.17E-11
 4.01E-48 2.39E-34 1.20E-25 3.52E-20 9.67E-17 1.30E-14 2.30E-13 1.51E-12
 4.61E-12 8.93E-12 1.29E-11 1.60E-11 1.76E-11 1.81E-11 1.76E-11 1.67E-11
 1.55E-11 1.42E-11 1.29E-11 1.17E-11
 3.77E-48 2.39E-34 1.20E-25 3.52E-20 9.63E-17 1.29E-14 2.28E-13 1.49E-12
 4.54E-12 8.79E-12 1.27E-11 1.57E-11 1.74E-11 1.78E-11 1.74E-11 1.65E-11
 1.53E-11 1.40E-11 1.28E-11 1.16E-11
  355.888    6  20 /pl=01:ss= 5:pb= 1:sz= 5/type=EXCIT/ispb = t/isel =    4
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 1.00E-74 2.18E-37 5.58E-28 4.77E-22 2.49E-18 5.19E-16 1.41E-14 1.05E-13
 3.54E-13 7.21E-13 1.08E-12 1.35E-12 1.50E-12 1.54E-12 1.51E-12 1.42E-12
 1.32E-12 1.20E-12 1.09E-12 9.89E-13
 1.00E-74 2.18E-37 5.56E-28 4.75E-22 2.48E-18 5.16E-16 1.40E-14 1.05E-13
 3.52E-13 7.16E-13 1.07E-12 1.34E-12 1.49E-12 1.53E-12 1.50E-12 1.42E-12
 1.31E-12 1.20E-12 1.09E-12 9.86E-13
 1.00E-74 2.18E-37 5.55E-28 4.74E-22 2.47E-18 5.13E-16 1.39E-14 1.04E-13
 3.49E-13 7.12E-13 1.07E-12 1.33E-12 1.48E-12 1.53E-12 1.49E-12 1.41E-12
 1.31E-12 1.19E-12 1.09E-12 9.83E-13
 1.00E-74 2.22E-37 5.49E-28 4.71E-22 2.44E-18 5.08E-16 1.37E-14 1.03E-13
 3.45E-13 7.03E-13 1.06E-12 1.32E-12 1.47E-12 1.51E-12 1.48E-12 1.40E-12
 1.30E-12 1.19E-12 1.08E-12 9.78E-13
 1.00E-74 2.17E-37 5.48E-28 4.65E-22 2.40E-18 4.97E-16 1.34E-14 1.00E-13
 3.37E-13 6.86E-13 1.03E-12 1.29E-12 1.44E-12 1.48E-12 1.45E-12 1.38E-12
 1.28E-12 1.17E-12 1.07E-12 9.67E-13
 1.00E-74 2.08E-37 5.49E-28 4.51E-22 2.32E-18 4.77E-16 1.28E-14 9.56E-14
 3.20E-13 6.54E-13 9.84E-13 1.23E-12 1.38E-12 1.43E-12 1.40E-12 1.34E-12
 1.24E-12 1.14E-12 1.04E-12 9.46E-13
  520.597    6  20 /pl=01:ss= 5:pb= 1:sz= 5/type=EXCIT/ispb = t/isel =    5
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 1.00E-74 2.53E-36 3.91E-27 2.40E-21 1.03E-17 1.89E-15 4.75E-14 3.40E-13
 1.11E-12 2.22E-12 3.33E-12 4.14E-12 4.62E-12 4.79E-12 4.72E-12 4.50E-12
 4.21E-12 3.88E-12 3.56E-12 3.25E-12
 1.00E-74 2.53E-36 3.90E-27 2.40E-21 1.02E-17 1.88E-15 4.73E-14 3.39E-13
 1.10E-12 2.22E-12 3.31E-12 4.12E-12 4.60E-12 4.77E-12 4.70E-12 4.49E-12
 4.19E-12 3.87E-12 3.55E-12 3.24E-12
 1.00E-74 2.53E-36 3.90E-27 2.39E-21 1.02E-17 1.88E-15 4.71E-14 3.37E-13
 1.10E-12 2.21E-12 3.30E-12 4.11E-12 4.58E-12 4.75E-12 4.69E-12 4.48E-12
 4.18E-12 3.86E-12 3.54E-12 3.23E-12
 1.00E-74 2.54E-36 3.89E-27 2.39E-21 1.02E-17 1.87E-15 4.68E-14 3.35E-13
 1.09E-12 2.19E-12 3.28E-12 4.08E-12 4.55E-12 4.73E-12 4.66E-12 4.45E-12
 4.17E-12 3.85E-12 3.53E-12 3.22E-12
 1.00E-74 2.53E-36 3.89E-27 2.37E-21 1.01E-17 1.85E-15 4.62E-14 3.30E-13
 1.07E-12 2.15E-12 3.22E-12 4.02E-12 4.49E-12 4.67E-12 4.61E-12 4.41E-12
 4.13E-12 3.81E-12 3.50E-12 3.20E-12
 1.00E-74 2.51E-36 3.89E-27 2.35E-21 9.93E-18 1.81E-15 4.50E-14 3.20E-13
 1.04E-12 2.09E-12 3.13E-12 3.91E-12 4.38E-12 4.56E-12 4.51E-12 4.32E-12
 4.05E-12 3.75E-12 3.45E-12 3.16E-12
  1124.86    6  20 /pl=01:ss= 5:pb= 1:sz= 5/type=EXCIT/ispb = t/isel =    6
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 1.00E-74 2.68E-37 6.86E-28 5.86E-22 3.06E-18 6.37E-16 1.73E-14 1.29E-13
 4.35E-13 8.86E-13 1.33E-12 1.66E-12 1.84E-12 1.89E-12 1.85E-12 1.75E-12
 1.62E-12 1.48E-12 1.34E-12 1.21E-12
 1.00E-74 2.68E-37 6.83E-28 5.84E-22 3.04E-18 6.33E-16 1.72E-14 1.29E-13
 4.32E-13 8.80E-13 1.32E-12 1.65E-12 1.83E-12 1.88E-12 1.84E-12 1.74E-12
 1.61E-12 1.47E-12 1.34E-12 1.21E-12
 1.00E-74 2.68E-37 6.82E-28 5.82E-22 3.03E-18 6.30E-16 1.71E-14 1.28E-13
 4.29E-13 8.74E-13 1.31E-12 1.64E-12 1.82E-12 1.87E-12 1.83E-12 1.73E-12
 1.60E-12 1.47E-12 1.33E-12 1.21E-12
 1.00E-74 2.73E-37 6.74E-28 5.78E-22 3.00E-18 6.23E-16 1.68E-14 1.26E-13
 4.24E-13 8.64E-13 1.30E-12 1.62E-12 1.80E-12 1.86E-12 1.82E-12 1.72E-12
 1.59E-12 1.46E-12 1.33E-12 1.20E-12
 1.00E-74 2.67E-37 6.73E-28 5.71E-22 2.95E-18 6.11E-16 1.65E-14 1.23E-13
 4.13E-13 8.43E-13 1.27E-12 1.58E-12 1.76E-12 1.82E-12 1.79E-12 1.69E-12
 1.57E-12 1.44E-12 1.31E-12 1.19E-12
 1.00E-74 2.56E-37 6.74E-28 5.54E-22 2.85E-18 5.86E-16 1.57E-14 1.17E-13
 3.94E-13 8.03E-13 1.21E-12 1.52E-12 1.69E-12 1.75E-12 1.73E-12 1.64E-12
 1.53E-12 1.40E-12 1.28E-12 1.16E-12
  120.495    6  20 /pl=01:ss= 5:pp= 1:sz= 5/type=RECOM/ispp = t/isel =    7
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 2.06E-13 1.42E-13 9.68E-14 6.49E-14 4.27E-14 2.75E-14 1.73E-14 1.07E-14
 6.46E-15 3.84E-15 2.25E-15 1.29E-15 7.36E-16 4.15E-16 2.34E-16 1.31E-16
 7.39E-17 4.10E-17 2.27E-17 1.26E-17
 2.19E-13 1.48E-13 9.92E-14 6.59E-14 4.31E-14 2.77E-14 1.74E-14 1.07E-14
 6.47E-15 3.85E-15 2.25E-15 1.29E-15 7.36E-16 4.15E-16 2.34E-16 1.31E-16
 7.39E-17 4.10E-17 2.27E-17 1.26E-17
 2.39E-13 1.56E-13 1.03E-13 6.76E-14 4.38E-14 2.80E-14 1.75E-14 1.07E-14
 6.49E-15 3.85E-15 2.25E-15 1.29E-15 7.35E-16 4.15E-16 2.34E-16 1.31E-16
 7.38E-17 4.09E-17 2.27E-17 1.26E-17
 2.87E-13 1.77E-13 1.12E-13 7.12E-14 4.54E-14 2.86E-14 1.78E-14 1.08E-14
 6.53E-15 3.86E-15 2.25E-15 1.29E-15 7.35E-16 4.14E-16 2.33E-16 1.31E-16
 7.37E-17 4.09E-17 2.26E-17 1.26E-17
 3.94E-13 2.19E-13 1.29E-13 7.85E-14 4.85E-14 2.99E-14 1.83E-14 1.11E-14
 6.60E-15 3.89E-15 2.26E-15 1.30E-15 7.33E-16 4.13E-16 2.32E-16 1.30E-16
 7.33E-17 4.07E-17 2.25E-17 1.25E-17
 7.06E-13 3.29E-13 1.71E-13 9.56E-14 5.55E-14 3.28E-14 1.94E-14 1.15E-14
 6.77E-15 3.94E-15 2.27E-15 1.30E-15 7.31E-16 4.11E-16 2.30E-16 1.29E-16
 7.26E-17 4.04E-17 2.24E-17 1.24E-17
  134.951    6  20 /pl=01:ss= 5:pp= 1:sz= 5/type=RECOM/ispp = t/isel =    8
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 3.65E-13 2.55E-13 1.76E-13 1.21E-13 8.11E-14 5.32E-14 3.44E-14 2.16E-14
 1.34E-14 8.07E-15 4.80E-15 2.80E-15 1.61E-15 9.17E-16 5.21E-16 2.96E-16
 1.68E-16 9.50E-17 5.35E-17 3.02E-17
 3.85E-13 2.64E-13 1.80E-13 1.22E-13 8.19E-14 5.35E-14 3.45E-14 2.17E-14
 1.34E-14 8.07E-15 4.80E-15 2.80E-15 1.61E-15 9.16E-16 5.21E-16 2.96E-16
 1.68E-16 9.50E-17 5.35E-17 3.02E-17
 4.20E-13 2.79E-13 1.87E-13 1.25E-13 8.31E-14 5.40E-14 3.47E-14 2.18E-14
 1.34E-14 8.08E-15 4.80E-15 2.80E-15 1.61E-15 9.16E-16 5.21E-16 2.96E-16
 1.68E-16 9.49E-17 5.35E-17 3.02E-17
 4.99E-13 3.12E-13 2.01E-13 1.31E-13 8.56E-14 5.51E-14 3.51E-14 2.19E-14
 1.35E-14 8.10E-15 4.80E-15 2.80E-15 1.61E-15 9.15E-16 5.20E-16 2.96E-16
 1.68E-16 9.48E-17 5.34E-17 3.01E-17
 6.72E-13 3.80E-13 2.29E-13 1.43E-13 9.06E-14 5.72E-14 3.60E-14 2.23E-14
 1.36E-14 8.14E-15 4.81E-15 2.80E-15 1.61E-15 9.13E-16 5.19E-16 2.95E-16
 1.67E-16 9.45E-17 5.33E-17 3.01E-17
 1.14E-12 5.47E-13 2.93E-13 1.69E-13 1.01E-13 6.15E-14 3.77E-14 2.29E-14
 1.38E-14 8.22E-15 4.83E-15 2.80E-15 1.60E-15 9.09E-16 5.16E-16 2.93E-16
 1.66E-16 9.39E-17 5.30E-17 2.99E-17
  182.174    6  20 /pl=01:ss= 5:pp= 1:sz= 5/type=RECOM/ispp = t/isel =    9
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 8.71E-13 6.20E-13 4.37E-13 3.05E-13 2.10E-13 1.42E-13 9.39E-14 6.08E-14
 3.86E-14 2.39E-14 1.45E-14 8.68E-15 5.06E-15 2.93E-15 1.69E-15 9.78E-16
 5.66E-16 3.25E-16 1.87E-16 1.08E-16
 9.18E-13 6.41E-13 4.46E-13 3.09E-13 2.12E-13 1.43E-13 9.42E-14 6.09E-14
 3.86E-14 2.39E-14 1.45E-14 8.67E-15 5.06E-15 2.93E-15 1.69E-15 9.78E-16
 5.65E-16 3.25E-16 1.87E-16 1.08E-16
 1.00E-12 6.75E-13 4.61E-13 3.15E-13 2.14E-13 1.44E-13 9.47E-14 6.11E-14
 3.87E-14 2.40E-14 1.45E-14 8.68E-15 5.06E-15 2.93E-15 1.69E-15 9.77E-16
 5.65E-16 3.25E-16 1.87E-16 1.08E-16
 1.18E-12 7.52E-13 4.93E-13 3.29E-13 2.20E-13 1.46E-13 9.57E-14 6.15E-14
 3.88E-14 2.40E-14 1.46E-14 8.68E-15 5.06E-15 2.93E-15 1.69E-15 9.76E-16
 5.64E-16 3.25E-16 1.87E-16 1.08E-16
 1.57E-12 9.05E-13 5.57E-13 3.56E-13 2.32E-13 1.51E-13 9.76E-14 6.23E-14
 3.91E-14 2.41E-14 1.46E-14 8.68E-15 5.06E-15 2.92E-15 1.69E-15 9.74E-16
 5.63E-16 3.24E-16 1.87E-16 1.08E-16
 2.59E-12 1.27E-12 6.95E-13 4.12E-13 2.54E-13 1.60E-13 1.01E-13 6.37E-14
 3.96E-14 2.43E-14 1.46E-14 8.68E-15 5.05E-15 2.91E-15 1.68E-15 9.70E-16
 5.61E-16 3.23E-16 1.86E-16 1.07E-16
  355.888    6  20 /pl=01:ss= 5:pp= 1:sz= 5/type=RECOM/ispp = t/isel =   10
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 1.79E-13 1.24E-13 8.41E-14 5.64E-14 3.71E-14 2.39E-14 1.50E-14 9.27E-15
 5.62E-15 3.34E-15 1.95E-15 1.13E-15 6.39E-16 3.61E-16 2.03E-16 1.14E-16
 6.42E-17 3.56E-17 1.97E-17 1.09E-17
 1.90E-13 1.28E-13 8.62E-14 5.73E-14 3.75E-14 2.40E-14 1.51E-14 9.30E-15
 5.63E-15 3.34E-15 1.95E-15 1.13E-15 6.39E-16 3.61E-16 2.03E-16 1.14E-16
 6.42E-17 3.56E-17 1.97E-17 1.09E-17
 2.08E-13 1.36E-13 8.96E-14 5.87E-14 3.81E-14 2.43E-14 1.52E-14 9.34E-15
 5.64E-15 3.35E-15 1.96E-15 1.13E-15 6.39E-16 3.60E-16 2.03E-16 1.14E-16
 6.41E-17 3.56E-17 1.97E-17 1.09E-17
 2.49E-13 1.53E-13 9.70E-14 6.19E-14 3.94E-14 2.49E-14 1.54E-14 9.43E-15
 5.67E-15 3.36E-15 1.96E-15 1.13E-15 6.38E-16 3.60E-16 2.03E-16 1.14E-16
 6.40E-17 3.55E-17 1.97E-17 1.09E-17
 3.42E-13 1.90E-13 1.12E-13 6.82E-14 4.21E-14 2.60E-14 1.59E-14 9.60E-15
 5.74E-15 3.38E-15 1.96E-15 1.13E-15 6.37E-16 3.59E-16 2.02E-16 1.13E-16
 6.37E-17 3.54E-17 1.96E-17 1.09E-17
 6.13E-13 2.86E-13 1.49E-13 8.31E-14 4.82E-14 2.85E-14 1.69E-14 1.00E-14
 5.88E-15 3.42E-15 1.97E-15 1.13E-15 6.35E-16 3.57E-16 2.00E-16 1.12E-16
 6.31E-17 3.51E-17 1.94E-17 1.08E-17
  520.597    6  20 /pl=01:ss= 5:pp= 1:sz= 5/type=RECOM/ispp = t/isel =   11
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 3.91E-13 2.73E-13 1.89E-13 1.30E-13 8.71E-14 5.71E-14 3.69E-14 2.32E-14
 1.43E-14 8.66E-15 5.15E-15 3.01E-15 1.73E-15 9.84E-16 5.60E-16 3.18E-16
 1.81E-16 1.02E-16 5.74E-17 3.24E-17
 4.13E-13 2.83E-13 1.94E-13 1.31E-13 8.79E-14 5.74E-14 3.70E-14 2.33E-14
 1.43E-14 8.66E-15 5.15E-15 3.01E-15 1.73E-15 9.84E-16 5.60E-16 3.18E-16
 1.81E-16 1.02E-16 5.74E-17 3.24E-17
 4.50E-13 2.99E-13 2.01E-13 1.34E-13 8.92E-14 5.80E-14 3.72E-14 2.34E-14
 1.44E-14 8.68E-15 5.15E-15 3.01E-15 1.73E-15 9.83E-16 5.59E-16 3.18E-16
 1.81E-16 1.02E-16 5.74E-17 3.24E-17
 5.36E-13 3.35E-13 2.16E-13 1.41E-13 9.19E-14 5.91E-14 3.77E-14 2.35E-14
 1.44E-14 8.70E-15 5.16E-15 3.01E-15 1.73E-15 9.82E-16 5.58E-16 3.17E-16
 1.80E-16 1.02E-16 5.73E-17 3.24E-17
 7.22E-13 4.08E-13 2.46E-13 1.54E-13 9.73E-14 6.14E-14 3.86E-14 2.39E-14
 1.46E-14 8.74E-15 5.17E-15 3.01E-15 1.72E-15 9.80E-16 5.57E-16 3.16E-16
 1.80E-16 1.01E-16 5.72E-17 3.23E-17
 1.23E-12 5.87E-13 3.15E-13 1.81E-13 1.09E-13 6.60E-14 4.05E-14 2.46E-14
 1.48E-14 8.82E-15 5.19E-15 3.01E-15 1.72E-15 9.76E-16 5.54E-16 3.14E-16
 1.79E-16 1.01E-16 5.69E-17 3.21E-17
  1124.86    6  20 /pl=01:ss= 5:pp= 1:sz= 5/type=RECOM/ispp = t/isel =   12
 1.00E+10 1.00E+11 1.00E+12 1.00E+13 1.00E+14 1.00E+15
 5.00E+00 7.90E+00 1.25E+01 1.97E+01 3.12E+01 4.93E+01 7.80E+01 1.23E+02
 1.95E+02 3.08E+02 4.87E+02 7.70E+02 1.22E+03 1.92E+03 3.04E+03 4.81E+03
 7.60E+03 1.20E+04 1.90E+04 3.00E+04
 2.20E-13 1.52E-13 1.03E-13 6.92E-14 4.55E-14 2.93E-14 1.85E-14 1.14E-14
 6.90E-15 4.10E-15 2.40E-15 1.38E-15 7.85E-16 4.43E-16 2.50E-16 1.40E-16
 7.89E-17 4.38E-17 2.42E-17 1.34E-17
 2.33E-13 1.57E-13 1.06E-13 7.03E-14 4.60E-14 2.95E-14 1.85E-14 1.14E-14
 6.91E-15 4.10E-15 2.40E-15 1.38E-15 7.85E-16 4.43E-16 2.49E-16 1.40E-16
 7.88E-17 4.37E-17 2.42E-17 1.34E-17
 2.55E-13 1.67E-13 1.10E-13 7.21E-14 4.68E-14 2.98E-14 1.87E-14 1.15E-14
 6.93E-15 4.11E-15 2.40E-15 1.38E-15 7.85E-16 4.43E-16 2.49E-16 1.40E-16
 7.88E-17 4.37E-17 2.42E-17 1.34E-17
 3.06E-13 1.88E-13 1.19E-13 7.60E-14 4.84E-14 3.05E-14 1.89E-14 1.16E-14
 6.97E-15 4.12E-15 2.40E-15 1.38E-15 7.84E-16 4.42E-16 2.49E-16 1.40E-16
 7.86E-17 4.36E-17 2.41E-17 1.34E-17
 4.20E-13 2.33E-13 1.38E-13 8.38E-14 5.17E-14 3.19E-14 1.95E-14 1.18E-14
 7.04E-15 4.15E-15 2.41E-15 1.38E-15 7.83E-16 4.41E-16 2.48E-16 1.39E-16
 7.83E-17 4.34E-17 2.41E-17 1.34E-17
 7.53E-13 3.51E-13 1.83E-13 1.02E-13 5.92E-14 3.50E-14 2.07E-14 1.23E-14
 7.22E-15 4.20E-15 2.42E-15 1.38E-15 7.80E-16 4.38E-16 2.46E-16 1.38E-16
 7.75E-17 4.31E-17 2.39E-17 1.33E-17
C-------------------------------------------------------------------------------
C
C  root partition information
C  ==========================
C
C  nuclear charge :  6
C  ion charge+1   :  6
C
C  population calculation information
C  ----------------------------------
C
C  population processing code: ADAS208
C
C  adf04 source file    : /home/adas/adas/adf04/adas#6/mom97_n#c5.dat
C  adf18/a17_p208 file  : /home/adas/adas/adf18/a17_p208/exp96#h/exp96#h_c5ls.dat
C
C  meta. ion. coeff. selector  : (1,1)=T
C
C  options  : lnorm =T  lpsel =F  lzsel =F  liosel=T
C           : lhsel =F  lrsel =T  lisel =F  lnsel =T
C
C  energy levels
C  -------------
C
C   lv      configuration    (2S+1)L(w-1/2)      energy (cm^-1)
C  ---   ------------------- --------------      --------------
C    1   n=1                    (2)0(  0.5)             0.0
C    2   n=2                    (2)0(  3.5)       2964122.1
C    3   n=3                    (2)0(  8.5)       3513047.4
C    4   n=4                    (2)1( 15.5)       3705134.4
C    5   n=5                    (2)1( 24.5)       3794034.4
C
C
C
C-------------------------------------------------------------------------------
C
C  element symbol   : C
C  charge state :  5
C
C  tabulation       : photon emissivity coefft (te,ne)
C  units            : ph. emis coef(cm^3 s^-1); te (ev); ne (cm^-3)
C
C  photon emissivity atomic transitions
C  ------------------------------------
C  
C   isel  wvlen(A)            transition                type  ispb nspb
C                                                             ispp nspp sz    tg pr wr
C  ----- ---------- ----------------------------------- ----- ---- ---- --    -- -- --
